FL_DATE,CARRIER,FL_NUM,ORIGIN,ORIGIN_CITY_NAME,LAT,LONG,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,DEP_DEL15,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1/28/2015,DL,1824,SLC,"Salt Lake City, UT",40.788389,-111.977772,UT,DCA,"Washington, DC",VA,940,934,0,0,17,951,1518,3,1544,1521,-23,0,0,0,244,227,1851,,,,,
1/28/2015,DL,1838,ATL,"Atlanta, GA",33.636719,-84.428067,GA,DCA,"Washington, DC",VA,1720,1718,0,0,10,1728,1907,4,1900,1911,11,11,0,0,100,113,547,,,,,
1/28/2015,DL,1839,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,1500,1511,11,0,15,1526,1640,9,1702,1649,-13,0,0,0,122,98,547,,,,,
1/28/2015,DL,1854,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,1900,1935,35,1,11,1946,2107,6,2048,2113,25,25,0,0,108,98,534,25,0,0,0,0
1/28/2015,DL,1864,MSP,"Minneapolis, MN",44.881956,-93.221767,MN,DCA,"Washington, DC",VA,1305,1259,0,0,14,1313,1610,4,1627,1614,-13,0,0,0,142,135,931,,,,,
1/28/2015,DL,1938,ATL,"Atlanta, GA",33.636719,-84.428067,GA,DCA,"Washington, DC",VA,1620,1614,0,0,13,1627,1750,4,1802,1754,-8,0,0,0,102,100,547,,,,,
1/28/2015,DL,1939,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,1600,1600,0,0,15,1615,1731,13,1804,1744,-20,0,0,0,124,104,547,,,,,
1/28/2015,DL,1945,DCA,"Washington, DC",38.852083,-77.037722,VA,DTW,"Detroit, MI",MI,1500,1455,0,0,10,1505,1614,6,1638,1620,-18,0,0,0,98,85,405,,,,,
1/28/2015,DL,1961,RIC,"Richmond, VA",37.505167,-77.319667,VA,ATL,"Atlanta, GA",GA,550,545,0,0,25,610,716,6,744,722,-22,0,0,0,114,97,481,,,,,
1/28/2015,DL,1963,DCA,"Washington, DC",38.852083,-77.037722,VA,MSP,"Minneapolis, MN",MN,1145,1138,0,0,8,1146,1308,3,1337,1311,-26,0,0,0,172,153,931,,,,,
1/28/2015,DL,1978,ATL,"Atlanta, GA",33.636719,-84.428067,GA,RIC,"Richmond, VA",VA,2200,2156,0,0,14,2210,2319,6,2332,2325,-7,0,0,0,92,89,481,,,,,
1/28/2015,DL,2404,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,1000,1008,8,0,7,1015,1128,5,1205,1133,-32,0,0,0,125,85,547,,,,,
1/28/2015,DL,2438,ATL,"Atlanta, GA",33.636719,-84.428067,GA,DCA,"Washington, DC",VA,920,921,1,0,18,939,1106,3,1100,1109,9,9,0,0,100,108,547,,,,,
1/28/2015,DL,2452,ATL,"Atlanta, GA",33.636719,-84.428067,GA,RIC,"Richmond, VA",VA,1002,1002,0,0,22,1024,1136,4,1137,1140,3,3,0,0,95,98,481,,,,,
1/28/2015,DL,2452,RIC,"Richmond, VA",37.505167,-77.319667,VA,ATL,"Atlanta, GA",GA,1220,1215,0,0,16,1231,1342,11,1415,1353,-22,0,0,0,115,98,481,,,,,
1/28/2015,DL,2454,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,1140,1147,7,0,9,1156,1306,5,1340,1311,-29,0,0,0,120,84,534,,,,,
1/28/2015,DL,2521,DTW,"Detroit, MI",42.212444,-83.353389,MI,DCA,"Washington, DC",VA,1950,1942,0,0,21,2003,2109,4,2129,2113,-16,0,0,0,99,91,405,,,,,
1/28/2015,DL,2538,ATL,"Atlanta, GA",33.636719,-84.428067,GA,DCA,"Washington, DC",VA,820,826,6,0,17,843,1010,3,1000,1013,13,13,0,0,100,107,547,,,,,
1/28/2015,DL,2543,DCA,"Washington, DC",38.852083,-77.037722,VA,DTW,"Detroit, MI",MI,950,947,0,0,9,956,1108,5,1134,1113,-21,0,0,0,104,86,405,,,,,
1/28/2015,DL,2589,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,610,604,0,0,10,614,724,4,810,728,-42,0,0,0,120,84,534,,,,,
1/28/2015,DL,2595,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ORF,"Norfolk, VA",VA,1733,1727,0,0,11,1738,1850,4,1906,1854,-12,0,0,0,93,87,516,,,,,
1/28/2015,DL,2603,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,1746,1745,0,0,11,1756,1910,13,1955,1923,-32,0,0,0,129,98,534,,,,,
1/28/2015,DL,2638,ATL,"Atlanta, GA",33.636719,-84.428067,GA,DCA,"Washington, DC",VA,730,729,0,0,19,748,927,4,909,931,22,22,0,0,99,122,547,0,0,22,0,0
1/28/2015,DL,839,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,600,559,0,0,19,618,729,5,756,734,-22,0,0,0,116,95,547,,,,,
1/28/2015,DL,872,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,659,653,0,0,9,702,815,7,908,822,-46,0,0,0,129,89,547,,,,,
1/28/2015,DL,1113,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ORF,"Norfolk, VA",VA,727,729,2,0,23,752,906,4,859,910,11,11,0,0,92,101,516,,,,,
1/28/2015,DL,1113,ORF,"Norfolk, VA",36.894611,-76.201222,VA,ATL,"Atlanta, GA",GA,939,942,3,0,8,950,1109,6,1136,1115,-21,0,0,0,117,93,516,,,,,
1/28/2015,DL,1124,ATL,"Atlanta, GA",33.636719,-84.428067,GA,RIC,"Richmond, VA",VA,1951,1956,5,0,12,2008,2116,5,2122,2121,-1,0,0,0,91,85,481,,,,,
1/28/2015,DL,1125,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,1115,1111,0,0,20,1131,1259,5,1259,1304,5,5,0,0,104,113,534,,,,,
1/28/2015,DL,1125,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,1339,1339,0,0,12,1351,1505,15,1535,1520,-15,0,0,0,116,101,534,,,,,
1/28/2015,DL,1139,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,800,755,0,0,13,808,921,6,1009,927,-42,0,0,0,129,92,547,,,,,
1/28/2015,DL,1144,DTW,"Detroit, MI",42.212444,-83.353389,MI,DCA,"Washington, DC",VA,1520,1548,28,1,17,1605,1710,4,1653,1714,21,21,0,0,93,86,405,21,0,0,0,0
1/28/2015,DL,1178,ATL,"Atlanta, GA",33.636719,-84.428067,GA,RIC,"Richmond, VA",VA,1432,1432,0,0,8,1440,1551,5,1559,1556,-3,0,0,0,87,84,481,,,,,
1/28/2015,DL,1178,RIC,"Richmond, VA",37.505167,-77.319667,VA,ATL,"Atlanta, GA",GA,1639,1634,0,0,18,1652,1805,9,1830,1814,-16,0,0,0,111,100,481,,,,,
1/28/2015,DL,1183,ORF,"Norfolk, VA",36.894611,-76.201222,VA,ATL,"Atlanta, GA",GA,700,657,0,0,11,708,825,11,905,836,-29,0,0,0,125,99,516,,,,,
1/28/2015,DL,1187,MSP,"Minneapolis, MN",44.881956,-93.221767,MN,DCA,"Washington, DC",VA,1735,1730,0,0,9,1739,2030,2,2102,2032,-30,0,0,0,147,122,931,,,,,
1/28/2015,DL,1195,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,1516,1515,0,0,21,1536,1657,5,1704,1702,-2,0,0,0,108,107,534,,,,,
1/28/2015,DL,1198,ATL,"Atlanta, GA",33.636719,-84.428067,GA,RIC,"Richmond, VA",VA,1702,1706,4,0,9,1715,1826,5,1832,1831,-1,0,0,0,90,85,481,,,,,
1/28/2015,DL,1198,RIC,"Richmond, VA",37.505167,-77.319667,VA,ATL,"Atlanta, GA",GA,1912,1909,0,0,11,1920,2031,18,2105,2049,-16,0,0,0,113,100,481,,,,,
1/28/2015,DL,1233,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ORF,"Norfolk, VA",VA,1025,1022,0,0,12,1034,1148,4,1200,1152,-8,0,0,0,95,90,516,,,,,
1/28/2015,DL,1233,ORF,"Norfolk, VA",36.894611,-76.201222,VA,ATL,"Atlanta, GA",GA,1250,1241,0,0,13,1254,1416,11,1445,1427,-18,0,0,0,115,106,516,,,,,
1/28/2015,DL,1239,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,900,854,0,0,23,917,1028,6,1113,1034,-39,0,0,0,133,100,547,,,,,
1/28/2015,DL,1268,ATL,"Atlanta, GA",33.636719,-84.428067,GA,DCA,"Washington, DC",VA,1220,1217,0,0,27,1244,1413,4,1405,1417,12,12,0,0,105,120,547,,,,,
1/28/2015,DL,1269,ORF,"Norfolk, VA",36.894611,-76.201222,VA,ATL,"Atlanta, GA",GA,535,525,0,0,13,538,648,4,734,652,-42,0,0,0,119,87,516,,,,,
1/28/2015,DL,1275,DCA,"Washington, DC",38.852083,-77.037722,VA,DTW,"Detroit, MI",MI,735,729,0,0,15,744,851,10,916,901,-15,0,0,0,101,92,405,,,,,
1/28/2015,DL,1307,ATL,"Atlanta, GA",33.636719,-84.428067,GA,RIC,"Richmond, VA",VA,1540,1537,0,0,13,1550,1658,6,1711,1704,-7,0,0,0,91,87,481,,,,,
1/28/2015,DL,1307,RIC,"Richmond, VA",37.505167,-77.319667,VA,ATL,"Atlanta, GA",GA,1805,1759,0,0,18,1817,1924,11,2002,1935,-27,0,0,0,117,96,481,,,,,
1/28/2015,DL,1334,ATL,"Atlanta, GA",33.636719,-84.428067,GA,RIC,"Richmond, VA",VA,725,721,0,0,18,739,854,7,857,901,4,4,0,0,92,100,481,,,,,
1/28/2015,DL,1334,RIC,"Richmond, VA",37.505167,-77.319667,VA,ATL,"Atlanta, GA",GA,938,940,2,0,11,951,1056,5,1130,1101,-29,0,0,0,112,81,481,,,,,
1/28/2015,DL,1378,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ORF,"Norfolk, VA",VA,1539,1536,0,0,16,1552,1704,3,1713,1707,-6,0,0,0,94,91,516,,,,,
1/28/2015,DL,1378,ORF,"Norfolk, VA",36.894611,-76.201222,VA,ATL,"Atlanta, GA",GA,1759,1752,0,0,16,1808,1934,10,2000,1944,-16,0,0,0,121,112,516,,,,,
1/28/2015,DL,1398,ATL,"Atlanta, GA",33.636719,-84.428067,GA,CHO,"Charlottesville, VA",VA,1910,1908,0,0,13,1921,2027,4,2036,2031,-5,0,0,0,86,83,457,,,,,
1/28/2015,DL,1403,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,1910,1906,0,0,14,1920,2037,16,2112,2053,-19,0,0,0,122,107,534,,,,,
1/28/2015,DL,1415,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,1645,1643,0,0,15,1658,1820,6,1828,1826,-2,0,0,0,103,103,534,,,,,
1/28/2015,DL,1417,ROA,"Roanoke, VA",37.325472,-79.975417,VA,ATL,"Atlanta, GA",GA,710,707,0,0,16,723,812,7,848,819,-29,0,0,0,98,72,357,,,,,
1/28/2015,DL,1435,ATL,"Atlanta, GA",33.636719,-84.428067,GA,IAD,"Washington, DC",VA,725,726,1,0,14,740,907,5,904,912,8,8,0,0,99,106,534,,,,,
1/28/2015,DL,1435,IAD,"Washington, DC",38.944533,-77.455811,VA,ATL,"Atlanta, GA",GA,940,944,4,0,12,956,1106,6,1135,1112,-23,0,0,0,115,88,534,,,,,
1/28/2015,DL,1438,ATL,"Atlanta, GA",33.636719,-84.428067,GA,DCA,"Washington, DC",VA,2145,2141,0,0,8,2149,2309,4,2324,2313,-11,0,0,0,99,92,547,,,,,
1/28/2015,DL,1439,DCA,"Washington, DC",38.852083,-77.037722,VA,ATL,"Atlanta, GA",GA,1100,1058,0,0,11,1109,1222,4,1305,1226,-39,0,0,0,125,88,547,,,,,
1/28/2015,DL,1444,DTW,"Detroit, MI",42.212444,-83.353389,MI,DCA,"Washington, DC",VA,720,715,0,0,30,745,849,4,910,853,-17,0,0,0,110,98,405,,,,,
1/28/2015,DL,1464,MSP,"Minneapolis, MN",44.881956,-93.221767,MN,DCA,"Washington, DC",VA,730,722,0,0,16,738,1029,3,1103,1032,-31,0,0,0,153,130,931,,,,,
1/28/2015,EV,3271,DCA,"Washington, DC",38.852083,-77.037722,VA,CLE,"Cleveland, OH",OH,1434,1428,0,0,12,1440,1542,5,1602,1547,-15,0,0,0,88,79,310,,,,,
1/28/2015,EV,3933,ORD,"Chicago, IL",41.978603,-87.904842,IL,RIC,"Richmond, VA",VA,1310,1307,0,0,14,1321,1547,5,1607,1552,-15,0,0,0,117,105,642,,,,,
1/28/2015,EV,3942,ORD,"Chicago, IL",41.978603,-87.904842,IL,ROA,"Roanoke, VA",VA,2000,2003,3,0,17,2020,2236,5,2244,2241,-3,0,0,0,104,98,531,,,,,
1/28/2015,EV,4174,ORF,"Norfolk, VA",36.894611,-76.201222,VA,ORD,"Chicago, IL",IL,1233,1223,0,0,6,1229,1329,13,1356,1342,-14,0,0,0,143,139,717,,,,,
1/28/2015,EV,4119,EWR,"Newark, NJ",40.6925,-74.168667,NJ,RIC,"Richmond, VA",VA,2107,2105,0,0,11,2116,2157,7,2226,2204,-22,0,0,0,79,59,277,,,,,
1/28/2015,EV,4129,CLE,"Cleveland, OH",41.411689,-81.849794,OH,IAD,"Washington, DC",VA,605,558,0,0,22,620,708,9,725,717,-8,0,0,0,80,79,288,,,,,
1/28/2015,EV,4207,DCA,"Washington, DC",38.852083,-77.037722,VA,CLE,"Cleveland, OH",OH,1728,1729,1,0,12,1741,1845,6,1856,1851,-5,0,0,0,88,82,310,,,,,
1/28/2015,EV,4214,CLE,"Cleveland, OH",41.411689,-81.849794,OH,DCA,"Washington, DC",VA,1242,1233,0,0,12,1245,1338,7,1404,1345,-19,0,0,0,82,72,310,,,,,
1/28/2015,EV,4215,ORD,"Chicago, IL",41.978603,-87.904842,IL,ORF,"Norfolk, VA",VA,900,853,0,0,13,906,1150,3,1203,1153,-10,0,0,0,123,120,717,,,,,
1/28/2015,EV,4164,CLE,"Cleveland, OH",41.411689,-81.849794,OH,DCA,"Washington, DC",VA,836,826,0,0,27,853,948,6,959,954,-5,0,0,0,83,88,310,,,,,
1/28/2015,EV,4241,EWR,"Newark, NJ",40.6925,-74.168667,NJ,DCA,"Washington, DC",VA,639,,,,,,,,754,,,,1,0,75,,199,,,,,
1/28/2015,EV,4269,CLE,"Cleveland, OH",41.411689,-81.849794,OH,IAD,"Washington, DC",VA,1950,1946,0,0,22,2008,2104,6,2105,2110,5,5,0,0,75,84,288,,,,,
1/28/2015,EV,4269,IAD,"Washington, DC",38.944533,-77.455811,VA,CLE,"Cleveland, OH",OH,1700,1654,0,0,22,1716,1806,7,1818,1813,-5,0,0,0,78,79,288,,,,,
1/28/2015,EV,4188,EWR,"Newark, NJ",40.6925,-74.168667,NJ,RIC,"Richmond, VA",VA,1930,1944,14,0,20,2004,2056,6,2057,2102,5,5,0,0,87,78,277,,,,,
1/28/2015,EV,4200,DCA,"Washington, DC",38.852083,-77.037722,VA,CLE,"Cleveland, OH",OH,1029,1021,0,0,16,1037,1132,6,1157,1138,-19,0,0,0,88,77,310,,,,,
1/28/2015,EV,4202,IAD,"Washington, DC",38.944533,-77.455811,VA,SAV,"Savannah, GA",GA,1215,1212,0,0,9,1221,1332,6,1400,1338,-22,0,0,0,105,86,515,,,,,
1/28/2015,EV,4287,IAD,"Washington, DC",38.944533,-77.455811,VA,IAH,"Houston, TX",TX,527,543,16,1,14,557,732,10,812,742,-30,0,0,0,225,179,1190,,,,,
1/28/2015,EV,4299,DCA,"Washington, DC",38.852083,-77.037722,VA,EWR,"Newark, NJ",NJ,824,,,,,,,,933,,,,1,0,69,,199,,,,,
1/28/2015,EV,4300,EWR,"Newark, NJ",40.6925,-74.168667,NJ,RIC,"Richmond, VA",VA,1550,1545,0,0,26,1611,1702,6,1712,1708,-4,0,0,0,82,83,277,,,,,
1/28/2015,EV,4302,CLE,"Cleveland, OH",41.411689,-81.849794,OH,DCA,"Washington, DC",VA,1704,1706,2,0,11,1717,1807,5,1826,1812,-14,0,0,0,82,66,310,,,,,
1/28/2015,EV,4309,ORF,"Norfolk, VA",36.894611,-76.201222,VA,ORD,"Chicago, IL",IL,1657,1655,0,0,6,1701,1757,12,1820,1809,-11,0,0,0,143,134,717,,,,,
1/28/2015,EV,4357,ORF,"Norfolk, VA",36.894611,-76.201222,VA,EWR,"Newark, NJ",NJ,1343,1333,0,0,13,1346,1447,16,1519,1503,-16,0,0,0,96,90,284,,,,,
1/28/2015,EV,4364,EWR,"Newark, NJ",40.6925,-74.168667,NJ,IAD,"Washington, DC",VA,1441,1442,1,0,17,1459,1549,8,1556,1557,1,1,0,0,75,75,212,,,,,
1/28/2015,EV,4372,DCA,"Washington, DC",38.852083,-77.037722,VA,EWR,"Newark, NJ",NJ,1829,1837,8,0,31,1908,1949,9,1946,1958,12,12,0,0,77,81,199,,,,,
1/28/2015,EV,4372,EWR,"Newark, NJ",40.6925,-74.168667,NJ,DCA,"Washington, DC",VA,1511,1513,2,0,17,1530,1619,5,1624,1624,0,0,0,0,73,71,199,,,,,
1/28/2015,EV,4373,DCA,"Washington, DC",38.852083,-77.037722,VA,EWR,"Newark, NJ",NJ,2005,1954,0,0,17,2011,2054,13,2131,2107,-24,0,0,0,86,73,199,,,,,
1/28/2015,EV,4374,RIC,"Richmond, VA",37.505167,-77.319667,VA,EWR,"Newark, NJ",NJ,614,,,,,,,,731,,,,1,0,77,,277,,,,,
1/28/2015,EV,4272,CLE,"Cleveland, OH",41.411689,-81.849794,OH,DCA,"Washington, DC",VA,1536,1530,0,0,16,1546,1650,4,1658,1654,-4,0,0,0,82,84,310,,,,,
1/28/2015,EV,4272,DCA,"Washington, DC",38.852083,-77.037722,VA,CLE,"Cleveland, OH",OH,1856,1844,0,0,14,1858,1951,6,2024,1957,-27,0,0,0,88,73,310,,,,,
1/28/2015,EV,4510,RIC,"Richmond, VA",37.505167,-77.319667,VA,EWR,"Newark, NJ",NJ,711,,,,,,,,833,,,,1,0,82,,277,,,,,
1/28/2015,EV,4511,EWR,"Newark, NJ",40.6925,-74.168667,NJ,DCA,"Washington, DC",VA,1649,1713,24,1,18,1731,1809,5,1759,1814,15,15,0,0,70,61,199,12,0,0,0,3
1/28/2015,EV,4512,EWR,"Newark, NJ",40.6925,-74.168667,NJ,DCA,"Washington, DC",VA,2129,2123,0,0,15,2138,2220,7,2244,2227,-17,0,0,0,75,64,199,,,,,
1/28/2015,EV,4527,IAD,"Washington, DC",38.944533,-77.455811,VA,EWR,"Newark, NJ",NJ,1650,1725,35,1,25,1750,1841,20,1815,1901,46,46,0,0,85,96,212,35,0,11,0,0
1/28/2015,EV,4390,CLE,"Cleveland, OH",41.411689,-81.849794,OH,IAD,"Washington, DC",VA,1013,1007,0,0,9,1016,1111,8,1130,1119,-11,0,0,0,77,72,288,,,,,
1/28/2015,EV,4398,CLE,"Cleveland, OH",41.411689,-81.849794,OH,DCA,"Washington, DC",VA,2043,2030,0,0,11,2041,2134,8,2205,2142,-23,0,0,0,82,72,310,,,,,
1/28/2015,EV,4406,SDF,"Louisville, KY",38.1740858,-85.7364989,KY,IAD,"Washington, DC",VA,1425,1418,0,0,13,1431,1546,16,1600,1602,2,2,0,0,95,104,451,,,,,
1/28/2015,EV,4563,IAD,"Washington, DC",38.944533,-77.455811,VA,CLE,"Cleveland, OH",OH,824,819,0,0,19,838,931,6,943,937,-6,0,0,0,79,78,288,,,,,
1/28/2015,EV,4564,EWR,"Newark, NJ",40.6925,-74.168667,NJ,DCA,"Washington, DC",VA,1750,1750,0,0,9,1759,1855,11,1908,1906,-2,0,0,0,78,76,199,,,,,
1/28/2015,EV,4541,CMH,"Columbus, OH",39.997972,-82.891889,OH,IAD,"Washington, DC",VA,1447,1441,0,0,7,1448,1544,9,1610,1553,-17,0,0,0,83,72,299,,,,,
1/28/2015,EV,4541,IAD,"Washington, DC",38.944533,-77.455811,VA,GSO,"Greensboro/High Point, NC",NC,1705,1702,0,0,30,1732,1813,5,1814,1818,4,4,0,0,69,76,239,,,,,
1/28/2015,EV,4546,ORD,"Chicago, IL",41.978603,-87.904842,IL,RIC,"Richmond, VA",VA,1623,1615,0,0,16,1631,1906,9,1920,1915,-5,0,0,0,117,120,642,,,,,
1/28/2015,EV,4631,IAD,"Washington, DC",38.944533,-77.455811,VA,CMH,"Columbus, OH",OH,1238,1238,0,0,16,1254,1344,5,1401,1349,-12,0,0,0,83,71,299,,,,,
1/28/2015,EV,4631,SAV,"Savannah, GA",32.127583,-81.202139,GA,IAD,"Washington, DC",VA,944,942,0,0,36,1018,1142,8,1126,1150,24,24,0,0,102,128,515,0,0,24,0,0
1/28/2015,EV,4636,DCA,"Washington, DC",38.852083,-77.037722,VA,EWR,"Newark, NJ",NJ,1654,1652,0,0,35,1727,1819,8,1812,1827,15,15,0,0,78,95,199,0,0,15,0,0
1/28/2015,EV,4600,RIC,"Richmond, VA",37.505167,-77.319667,VA,ORD,"Chicago, IL",IL,1637,1628,0,0,9,1637,1725,7,1749,1732,-17,0,0,0,132,124,642,,,,,
1/28/2015,EV,4603,ORF,"Norfolk, VA",36.894611,-76.201222,VA,EWR,"Newark, NJ",NJ,600,,,,,,,,723,,,,1,0,83,,284,,,,,
1/28/2015,EV,4604,IAH,"Houston, TX",29.984433,-95.341442,TX,RIC,"Richmond, VA",VA,1250,1242,0,0,13,1255,1623,7,1631,1630,-1,0,0,0,161,168,1157,,,,,
1/28/2015,EV,4604,RIC,"Richmond, VA",37.505167,-77.319667,VA,IAH,"Houston, TX",TX,1742,1735,0,0,16,1751,1932,10,2015,1942,-33,0,0,0,213,187,1157,,,,,
1/28/2015,EV,4623,DCA,"Washington, DC",38.852083,-77.037722,VA,CLE,"Cleveland, OH",OH,600,559,0,0,12,611,706,10,728,716,-12,0,0,0,88,77,310,,,,,
1/28/2015,EV,4628,EWR,"Newark, NJ",40.6925,-74.168667,NJ,ORF,"Norfolk, VA",VA,1152,,,,,,,,1313,,,,1,0,81,,284,,,,,
1/28/2015,EV,4767,SAV,"Savannah, GA",32.127583,-81.202139,GA,IAD,"Washington, DC",VA,1430,1421,0,0,9,1430,1557,9,1610,1606,-4,0,0,0,100,105,515,,,,,
1/28/2015,EV,4711,DCA,"Washington, DC",38.852083,-77.037722,VA,EWR,"Newark, NJ",NJ,710,,,,,,,,819,,,,1,0,69,,199,,,,,
1/28/2015,EV,4743,ROA,"Roanoke, VA",37.325472,-79.975417,VA,ORD,"Chicago, IL",IL,710,657,0,0,29,726,801,9,810,810,0,0,0,0,120,133,531,,,,,
1/28/2015,EV,4748,DCA,"Washington, DC",38.852083,-77.037722,VA,EWR,"Newark, NJ",NJ,2135,2127,0,0,7,2134,2216,8,2243,2224,-19,0,0,0,68,57,199,,,,,
1/28/2015,EV,4961,ORF,"Norfolk, VA",36.894611,-76.201222,VA,DTW,"Detroit, MI",MI,710,700,0,0,11,711,855,16,919,911,-8,0,0,0,129,131,529,,,,,
1/28/2015,EV,4962,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ROA,"Roanoke, VA",VA,1216,1544,208,1,13,1557,1659,5,1335,1704,209,209,0,0,79,80,357,208,0,1,0,0
1/28/2015,EV,4962,ROA,"Roanoke, VA",37.325472,-79.975417,VA,ATL,"Atlanta, GA",GA,1400,1724,204,1,16,1740,1833,4,1529,1837,188,188,0,0,89,73,357,0,0,0,0,188
1/28/2015,EV,4983,MSP,"Minneapolis, MN",44.881956,-93.221767,MN,IAD,"Washington, DC",VA,1945,1945,0,0,57,2042,2328,5,2305,2333,28,28,0,0,140,168,908,0,0,28,0,0
1/28/2015,EV,4995,LGA,"New York, NY",40.777245,-73.872608,NY,CHO,"Charlottesville, VA",VA,2045,2038,0,0,32,2110,2206,4,2215,2210,-5,0,0,0,90,92,305,,,,,
1/28/2015,EV,4998,CHO,"Charlottesville, VA",38.138639,-78.452861,VA,LGA,"New York, NY",NY,706,654,0,0,8,702,754,6,825,800,-25,0,0,0,79,66,305,,,,,
1/28/2015,EV,5013,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,1515,1506,0,0,15,1521,1641,4,1653,1645,-8,0,0,0,98,99,508,,,,,
1/28/2015,EV,5013,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,1718,1711,0,0,9,1720,1843,4,1915,1847,-28,0,0,0,117,96,508,,,,,
1/28/2015,EV,5019,BOS,"Boston, MA",42.364347,-71.005181,MA,RIC,"Richmond, VA",VA,700,,,,,,,,854,,,,1,0,114,,474,,,,,
1/28/2015,EV,5050,RIC,"Richmond, VA",37.505167,-77.319667,VA,LGA,"New York, NY",NY,615,610,0,0,16,626,713,5,733,718,-15,0,0,0,78,68,292,,,,,
1/28/2015,EV,5143,ATL,"Atlanta, GA",33.636719,-84.428067,GA,ROA,"Roanoke, VA",VA,909,905,0,0,18,923,1036,2,1030,1038,8,8,0,0,81,93,357,,,,,
1/28/2015,EV,5143,ROA,"Roanoke, VA",37.325472,-79.975417,VA,ATL,"Atlanta, GA",GA,1055,1058,3,0,13,1111,1207,6,1220,1213,-7,0,0,0,85,75,357,,,,,
1/28/2015,EV,5145,LGA,"New York, NY",40.777245,-73.872608,NY,RIC,"Richmond, VA",VA,1530,1523,0,0,19,1542,1630,8,1708,1638,-30,0,0,0,98,75,292,,,,,
1/28/2015,EV,5236,ORF,"Norfolk, VA",36.894611,-76.201222,VA,DTW,"Detroit, MI",MI,1112,1103,0,0,13,1116,1251,6,1315,1257,-18,0,0,0,123,114,529,,,,,
1/28/2015,EV,5246,ATL,"Atlanta, GA",33.636719,-84.428067,GA,CHO,"Charlottesville, VA",VA,1026,1053,27,1,18,1111,1224,2,1155,1226,31,31,0,0,89,93,457,27,0,4,0,0
1/28/2015,EV,5246,CHO,"Charlottesville, VA",38.138639,-78.452861,VA,ATL,"Atlanta, GA",GA,1225,1243,18,1,11,1254,1403,9,1409,1412,3,3,0,0,104,89,457,,,,,
1/28/2015,EV,5218,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,2101,2056,0,0,14,2110,2222,4,2235,2226,-9,0,0,0,94,90,508,,,,,
1/28/2015,EV,5219,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,625,620,0,0,10,630,749,6,822,755,-27,0,0,0,117,95,508,,,,,
1/28/2015,EV,5273,ATL,"Atlanta, GA",33.636719,-84.428067,GA,PHF,"Newport News/Williamsburg, VA",VA,1141,1137,0,0,13,1150,1312,4,1318,1316,-2,0,0,0,97,99,508,,,,,
1/28/2015,EV,5273,PHF,"Newport News/Williamsburg, VA",37.131894,-76.492989,VA,ATL,"Atlanta, GA",GA,1343,1339,0,0,9,1348,1509,10,1540,1519,-21,0,0,0,117,100,508,,,,,
