route,origin,destination,count,count_cancelled,count_diverted,TOTAL_CARRIER_DELAY,TOTAL_ARR_DELAY,TOTAL_LATE_AIRCRAFT_DELAY,TOTAL_NAS_DELAY,TOTAL_SECURITY_DELAY,TOTAL_WEATHER_DELAY,TOTAL_AVG_CARRIER_DELAY,TOTAL_AVG_ARR_DELAY,TOTAL_AVG_LATE_AIRCRAFT_DELAY,TOTAL_AVG_NAS_DELAY,TOTAL_AVG_SECURITY_DELAY,TOTAL_AVG_WEATHER_DELAY,AA_count,AS_count,B6_count,DL_count,EV_count,F9_count,MQ_count,OO_count,UA_count,US_count,VX_count,WN_count,AA_cancelled,AS_cancelled,B6_cancelled,DL_cancelled,EV_cancelled,F9_cancelled,MQ_cancelled,OO_cancelled,UA_cancelled,US_cancelled,VX_cancelled,WN_cancelled,AA_CARRIER_DELAY,AS_CARRIER_DELAY,B6_CARRIER_DELAY,DL_CARRIER_DELAY,EV_CARRIER_DELAY,F9_CARRIER_DELAY,MQ_CARRIER_DELAY,OO_CARRIER_DELAY,UA_CARRIER_DELAY,US_CARRIER_DELAY,VX_CARRIER_DELAY,WN_CARRIER_DELAY,AA_ARR_DELAY,AS_ARR_DELAY,B6_ARR_DELAY,DL_ARR_DELAY,EV_ARR_DELAY,F9_ARR_DELAY,MQ_ARR_DELAY,OO_ARR_DELAY,UA_ARR_DELAY,US_ARR_DELAY,VX_ARR_DELAY,WN_ARR_DELAY,AA_LATE_AIRCRAFT_DELAY,AS_LATE_AIRCRAFT_DELAY,B6_LATE_AIRCRAFT_DELAY,DL_LATE_AIRCRAFT_DELAY,EV_LATE_AIRCRAFT_DELAY,F9_LATE_AIRCRAFT_DELAY,MQ_LATE_AIRCRAFT_DELAY,OO_LATE_AIRCRAFT_DELAY,UA_LATE_AIRCRAFT_DELAY,US_LATE_AIRCRAFT_DELAY,VX_LATE_AIRCRAFT_DELAY,WN_LATE_AIRCRAFT_DELAY,AA_NAS_DELAY,AS_NAS_DELAY,B6_NAS_DELAY,DL_NAS_DELAY,EV_NAS_DELAY,F9_NAS_DELAY,MQ_NAS_DELAY,OO_NAS_DELAY,UA_NAS_DELAY,US_NAS_DELAY,VX_NAS_DELAY,WN_NAS_DELAY,AA_SECURITY_DELAY,AS_SECURITY_DELAY,B6_SECURITY_DELAY,DL_SECURITY_DELAY,EV_SECURITY_DELAY,F9_SECURITY_DELAY,MQ_SECURITY_DELAY,OO_SECURITY_DELAY,UA_SECURITY_DELAY,US_SECURITY_DELAY,VX_SECURITY_DELAY,WN_SECURITY_DELAY,AA_WEATHER_DELAY,AS_WEATHER_DELAY,B6_WEATHER_DELAY,DL_WEATHER_DELAY,EV_WEATHER_DELAY,F9_WEATHER_DELAY,MQ_WEATHER_DELAY,OO_WEATHER_DELAY,UA_WEATHER_DELAY,US_WEATHER_DELAY,VX_WEATHER_DELAY,WN_WEATHER_DELAY
IAD-CAE,IAD,CAE,85,1,0,84,25,25,25,25,0,27.48,20.94047619,44.52,12.84,0,0,,,,,85,,,,,,,,,,,,1,,,,,,,,,,,,27.48,,,,,,,,,,,,20.94047619,,,,,,,,,,,,44.52,,,,,,,,,,,,12.84,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-CHS,IAD,CHS,4,0,0,4,3,3,3,3,0,19.66666667,32.75,19.66666667,3.333333333,0,0,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,19.66666667,,,,,,,,,,,,32.75,,,,,,,,,,,,19.66666667,,,,,,,,,,,,3.333333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-CLE,IAD,CLE,72,1,1,70,20,20,20,20,7,11,11.65714286,12.55,21.05,0,0.35,,,,,72,,,,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,,,,,,11.65714286,,,,,,,,,,,,12.55,,,,,,,,,,,,21.05,,,,,,,,,,,,0,,,,,,,,,,,,0.35,,,,,,,
IAD-CLT,IAD,CLT,4,0,0,4,1,1,1,1,0,11,9.75,38,12,0,0,,,,,1,3,,,,,,,,,,,0,0,,,,,,,,,,,,11,,,,,,,,,,,-8,15.66666667,,,,,,,,,,,,38,,,,,,,,,,,,12,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
IAD-CMH,IAD,CMH,27,2,0,25,8,8,8,8,0,33.5,21.12,12.375,21.125,0,0,,,,,27,,,,,,,,,,,,2,,,,,,,,,,,,33.5,,,,,,,,,,,,21.12,,,,,,,,,,,,12.375,,,,,,,,,,,,21.125,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-CVG,IAD,CVG,6,0,0,6,1,1,1,1,0,0,12,68,0,0,0,,,,,2,4,,,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,,38,-1,,,,,,,,,,,68,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-DAY,IAD,DAY,1,0,0,1,1,1,1,1,0,68,68,0,0,0,0,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,68,,,,,,,,,,,,68,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-DEN,IAD,DEN,286,2,0,284,73,73,73,73,271,33.19178082,11.1971831,18.4109589,14.93150685,0,3.712328767,,,,,,,,,201,,,85,,,,,,,,,2,,,0,,,,,,,,,27.68852459,,,61.16666667,,,,,,,,,15.34673367,,,1.482352941,,,,,,,,,14.95081967,,,36,,,,,,,,,15.6557377,,,11.25,,,,,,,,,0,,,0,,,,,,,,,4.442622951,,,0
IAD-DFW,IAD,DFW,91,0,0,91,22,22,22,22,0,8,-2.494505495,7.227272727,15.86363636,0,0,91,,,,,,,,,,,,0,,,,,,,,,,,,8,,,,,,,,,,,,-2.494505495,,,,,,,,,,,,7.227272727,,,,,,,,,,,,15.86363636,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,
IAD-DTW,IAD,DTW,37,0,0,37,9,9,9,9,0,21.55555556,11.59459459,34.11111111,12.77777778,0,0,,,,1,16,2,,18,,,,,,,,0,0,0,,0,,,,,,,,,45.25,,,2.6,,,,,,,,-10,17.75,-5,,9.166666667,,,,,,,,,21.75,,,44,,,,,,,,,25.5,,,2.6,,,,,,,,,0,,,0,,,,,,,,,0,,,0,,,,
IAD-EWR,IAD,EWR,115,8,0,107,38,38,38,38,0,10.55263158,18.57009346,13.07894737,40.02631579,0,0,,,,,114,,,,1,,,,,,,,8,,,,0,,,,,,,,10.83783784,,,,0,,,,,,,,18.10377358,,,,68,,,,,,,,11.59459459,,,,68,,,,,,,,41.10810811,,,,0,,,,,,,,0,,,,0,,,,,,,,0,,,,0,,,
IAD-FLL,IAD,FLL,23,0,0,23,9,9,9,9,0,6.666666667,20.08695652,21.33333333,41.11111111,0,0,,,,,,23,,,,,,,,,,,,0,,,,,,,,,,,,6.666666667,,,,,,,,,,,,20.08695652,,,,,,,,,,,,21.33333333,,,,,,,,,,,,41.11111111,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
IAD-GRR,IAD,GRR,4,0,0,4,2,2,2,2,0,13,32,33,12,0,0,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,13,,,,,,,,,,,,32,,,,,,,,,,,,33,,,,,,,,,,,,12,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-GSO,IAD,GSO,46,2,0,44,14,14,14,14,0,6.357142857,13.20454545,18.07142857,26.35714286,0,0,,,,,46,,,,,,,,,,,,2,,,,,,,,,,,,6.357142857,,,,,,,,,,,,13.20454545,,,,,,,,,,,,18.07142857,,,,,,,,,,,,26.35714286,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-GSP,IAD,GSP,6,0,0,6,1,1,1,1,0,0,-2.166666667,17,0,0,0,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,-2.166666667,,,,,,,,,,,,17,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-HDN,IAD,HDN,2,0,0,2,,,,,,,-6,,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAD-HNL,IAD,HNL,8,0,0,8,3,3,3,3,0,18,16.75,27,8.333333333,0,0,,,,,,,,,8,,,,,,,,,,,,0,,,,,,,,,,,,18,,,,,,,,,,,,16.75,,,,,,,,,,,,27,,,,,,,,,,,,8.333333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
IAD-HSV,IAD,HSV,2,0,0,2,2,2,2,2,0,0,22,14,8,0,0,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,22,,,,,,,,,,,,14,,,,,,,,,,,,8,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-IAH,IAD,IAH,143,3,2,138,35,35,35,35,114,25.51428571,5.050724638,4.371428571,17.37142857,0,3.257142857,,,,,32,,,1,110,,,,,,,,1,,,0,2,,,,,,,,41.25,,,,20.85185185,,,,,,,,8.137931034,,,-7,4.333333333,,,,,,,,12,,,,2.111111111,,,,,,,,12.5,,,,18.81481481,,,,,,,,0,,,,0,,,,,,,,0,,,,4.222222222,,,
IAD-IND,IAD,IND,20,0,0,20,4,4,4,4,0,52.5,11.8,12.75,2,0,0,,,,,20,,,,,,,,,,,,0,,,,,,,,,,,,52.5,,,,,,,,,,,,11.8,,,,,,,,,,,,12.75,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-JAC,IAD,JAC,1,0,0,1,,,,,,,8,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAD-JAX,IAD,JAX,12,0,0,12,6,6,6,6,0,2.5,35.16666667,50.83333333,12.33333333,0,0,,,,,12,,,,,,,,,,,,0,,,,,,,,,,,,2.5,,,,,,,,,,,,35.16666667,,,,,,,,,,,,50.83333333,,,,,,,,,,,,12.33333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-JFK,IAD,JFK,88,6,0,82,24,24,24,24,0,10.66666667,12.48780488,15.95833333,31.08333333,0,0,,,88,,,,,,,,,,,,6,,,,,,,,,,,,10.66666667,,,,,,,,,,,,12.48780488,,,,,,,,,,,,15.95833333,,,,,,,,,,,,31.08333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,
IAD-LAS,IAD,LAS,118,1,0,117,27,27,27,27,56,18.2962963,3.623931624,26.44444444,11.81481481,0,2.074074074,,,,,,29,,,58,,,31,,,,,,1,,,0,,,0,,,,,,28.13333333,,,8.571428571,,,2.4,,,,,,33.64285714,,,-9,,,0.129032258,,,,,,20.26666667,,,14.85714286,,,61.2,,,,,,15.13333333,,,7.857142857,,,7.4,,,,,,0,,,0,,,0,,,,,,0,,,8,,,0
IAD-LAX,IAD,LAX,301,3,0,298,62,62,62,62,158,21.09677419,0.194630872,24.24193548,11.46774194,0,2.548387097,58,,,,,,,,187,,56,,0,,,,,,,,3,,0,,16.76923077,,,,,,,,24.25581395,,7.833333333,,-5.965517241,,,,,,,,5.211956522,,-9.910714286,,8.461538462,,,,,,,,32,,2.833333333,,11.30769231,,,,,,,,12.27906977,,6,,0,,,,,,,,0,,0,,0,,,,,,,,1.418604651,,16.16666667,
IAD-LGA,IAD,LGA,104,12,2,90,30,30,30,30,7,2.166666667,17.78888889,36.96666667,34,0,0.233333333,,,,,104,,,,,,,,,,,,12,,,,,,,,,,,,2.166666667,,,,,,,,,,,,17.78888889,,,,,,,,,,,,36.96666667,,,,,,,,,,,,34,,,,,,,,,,,,0,,,,,,,,,,,,0.233333333,,,,,,,
IAD-MCI,IAD,MCI,4,0,0,4,3,3,3,3,0,12,29.75,19.66666667,7.333333333,0,0,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,12,,,,,,,,,,,,29.75,,,,,,,,,,,,19.66666667,,,,,,,,,,,,7.333333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-MCO,IAD,MCO,164,1,0,163,43,43,43,43,49,21.62790698,8.90797546,9.395348837,19.55813953,0,1.139534884,,,,,,40,,,124,,,,,,,,,0,,,1,,,,,,,,,25.17647059,,,19.30769231,,,,,,,,,22.725,,,4.414634146,,,,,,,,,12.82352941,,,7.153846154,,,,,,,,,22.52941176,,,17.61538462,,,,,,,,,0,,,0,,,,,,,,,0,,,1.884615385,,,
IAD-MDW,IAD,MDW,62,1,0,61,8,8,8,8,0,23,-1.573770492,24.5,11.5,0,0,,,,,,,,,,,,62,,,,,,,,,,,,1,,,,,,,,,,,,23,,,,,,,,,,,,-1.573770492,,,,,,,,,,,,24.5,,,,,,,,,,,,11.5,,,,,,,,,,,,0,,,,,,,,,,,,0
IAD-MEM,IAD,MEM,3,0,0,3,1,1,1,1,0,21,6,0,0,0,0,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,21,,,,,,,,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
IAD-MIA,IAD,MIA,72,0,0,72,31,31,31,31,0,7.290322581,21.61111111,27.09677419,20.5483871,0,0,62,,,,,10,,,,,,,0,,,,,0,,,,,,,7.428571429,,,,,6,,,,,,,23.4516129,,,,,10.2,,,,,,,30,,,,,0,,,,,,,18.46428571,,,,,40,,,,,,,0,,,,,0,,,,,,,0,,,,,0,,,,,,
IAD-MSP,IAD,MSP,35,1,0,34,7,7,7,7,0,64.85714286,10.26470588,0,31.42857143,0,0,,,,,32,3,,,,,,,,,,,1,0,,,,,,,,,,,75.66666667,0,,,,,,,,,,,10.5483871,7.333333333,,,,,,,,,,,0,0,,,,,,,,,,,29,46,,,,,,,,,,,0,0,,,,,,,,,,,0,0,,,,,,
IAD-OKC,IAD,OKC,5,1,0,4,3,3,3,3,0,29,49.25,0,32.33333333,0,0,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,29,,,,,,,,,,,,49.25,,,,,,,,,,,,0,,,,,,,,,,,,32.33333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-ORD,IAD,ORD,144,3,0,141,47,47,47,47,75,40.31914894,22.09929078,17.68085106,23.27659574,0,1.595744681,,,,,1,19,,,124,,,,,,,,0,0,,,3,,,,,,,,,111.5714286,,,27.85,,,,,,,,-1,46.57894737,,,18.44628099,,,,,,,,,15,,,18.15,,,,,,,,,8.571428571,,,25.85,,,,,,,,,0,,,0,,,,,,,,,0,,,1.875,,,
IAD-ORF,IAD,ORF,47,0,0,47,11,11,11,11,79,13.18181818,8,7.909090909,20,0,7.181818182,,,,,47,,,,,,,,,,,,0,,,,,,,,,,,,13.18181818,,,,,,,,,,,,8,,,,,,,,,,,,7.909090909,,,,,,,,,,,,20,,,,,,,,,,,,0,,,,,,,,,,,,7.181818182,,,,,,,
IAD-PBI,IAD,PBI,17,0,0,17,4,4,4,4,0,58.75,7.647058824,2,5.5,0,0,,,,,,17,,,,,,,,,,,,0,,,,,,,,,,,,58.75,,,,,,,,,,,,7.647058824,,,,,,,,,,,,2,,,,,,,,,,,,5.5,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
IAD-PDX,IAD,PDX,5,0,0,5,3,3,3,3,0,21.33333333,23.8,1.333333333,14.66666667,0,0,,,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,21.33333333,,,,,,,,,,,,23.8,,,,,,,,,,,,1.333333333,,,,,,,,,,,,14.66666667,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
IAD-PHX,IAD,PHX,31,0,0,31,3,3,3,3,0,15.66666667,-1.483870968,46.66666667,16.33333333,0,0,,,,,,,,,31,,,,,,,,,,,,0,,,,,,,,,,,,15.66666667,,,,,,,,,,,,-1.483870968,,,,,,,,,,,,46.66666667,,,,,,,,,,,,16.33333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
IAD-PIT,IAD,PIT,114,4,0,110,31,31,31,31,114,20.25806452,18.20909091,27.64516129,23.58064516,0,3.677419355,,,,,114,,,,,,,,,,,,4,,,,,,,,,,,,20.25806452,,,,,,,,,,,,18.20909091,,,,,,,,,,,,27.64516129,,,,,,,,,,,,23.58064516,,,,,,,,,,,,0,,,,,,,,,,,,3.677419355,,,,,,,
IAD-PVD,IAD,PVD,61,4,0,57,24,24,24,24,0,12.70833333,20.73684211,24.70833333,20.58333333,0,0,,,,,61,,,,,,,,,,,,4,,,,,,,,,,,,12.70833333,,,,,,,,,,,,20.73684211,,,,,,,,,,,,24.70833333,,,,,,,,,,,,20.58333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-RDU,IAD,RDU,6,0,0,6,1,1,1,1,0,0,5.166666667,0,24,0,0,,,,,6,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,5.166666667,,,,,,,,,,,,0,,,,,,,,,,,,24,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-RIC,IAD,RIC,25,0,0,25,7,7,7,7,0,1.571428571,8.2,25.85714286,16.28571429,0,0,,,,,25,,,,,,,,,,,,0,,,,,,,,,,,,1.571428571,,,,,,,,,,,,8.2,,,,,,,,,,,,25.85714286,,,,,,,,,,,,16.28571429,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-ROA,IAD,ROA,4,0,0,4,2,2,2,2,0,49.5,44.75,4.5,49,0,0,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,49.5,,,,,,,,,,,,44.75,,,,,,,,,,,,4.5,,,,,,,,,,,,49,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-ROC,IAD,ROC,50,0,0,50,17,17,17,17,0,33.64705882,21.98,8.058823529,33.58823529,0,0,,,,,50,,,,,,,,,,,,0,,,,,,,,,,,,33.64705882,,,,,,,,,,,,21.98,,,,,,,,,,,,8.058823529,,,,,,,,,,,,33.58823529,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-RSW,IAD,RSW,26,0,0,26,6,6,6,6,0,17.16666667,18.69230769,98.5,15.66666667,0,0,,,,,,26,,,,,,,,,,,,0,,,,,,,,,,,,17.16666667,,,,,,,,,,,,18.69230769,,,,,,,,,,,,98.5,,,,,,,,,,,,15.66666667,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
IAD-SAN,IAD,SAN,85,0,0,85,11,11,11,11,42,10.09090909,-3.070588235,32.54545455,5.818181818,0.818181818,3.818181818,,,,,,,,,58,,,27,,,,,,,,,0,,,0,,,,,,,,,22,,,5.625,,,,,,,,,-8.862068966,,,9.37037037,,,,,,,,,45,,,27.875,,,,,,,,,2.333333333,,,7.125,,,,,,,,,0,,,1.125,,,,,,,,,12.33333333,,,0.625
IAD-SAV,IAD,SAV,62,1,0,61,23,23,23,23,30,14.56521739,20.19672131,20.95652174,21.47826087,0,1.304347826,,,,,62,,,,,,,,,,,,1,,,,,,,,,,,,14.56521739,,,,,,,,,,,,20.19672131,,,,,,,,,,,,20.95652174,,,,,,,,,,,,21.47826087,,,,,,,,,,,,0,,,,,,,,,,,,1.304347826,,,,,,,
IAD-SDF,IAD,SDF,5,0,0,5,3,3,3,3,0,0,16,2,25.33333333,0,0,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,16,,,,,,,,,,,,2,,,,,,,,,,,,25.33333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-SEA,IAD,SEA,40,0,0,40,18,18,18,18,21,19.5,13.775,8,13.22222222,0,1.166666667,,,,,,,,,40,,,,,,,,,,,,0,,,,,,,,,,,,19.5,,,,,,,,,,,,13.775,,,,,,,,,,,,8,,,,,,,,,,,,13.22222222,,,,,,,,,,,,0,,,,,,,,,,,,1.166666667,,,
IAD-SFO,IAD,SFO,276,4,0,272,52,52,52,52,247,32.5,1.349264706,17.26923077,9.25,0,4.75,,,,,,,,,215,,61,,,,,,,,,,4,,0,,,,,,,,,,36.46666667,,7,,,,,,,,,,4.336492891,,-8.983606557,,,,,,,,,,19.57777778,,2.428571429,,,,,,,,,,8.044444444,,17,,,,,,,,,,0,,0,,,,,,,,,,3.444444444,,13.14285714,
IAD-SJU,IAD,SJU,18,0,0,18,8,8,8,8,63,40.25,41.61111111,39.125,10.75,0,7.875,,,,,,,,,18,,,,,,,,,,,,0,,,,,,,,,,,,40.25,,,,,,,,,,,,41.61111111,,,,,,,,,,,,39.125,,,,,,,,,,,,10.75,,,,,,,,,,,,0,,,,,,,,,,,,7.875,,,
IAD-SMF,IAD,SMF,5,0,0,5,1,1,1,1,0,17,4,0,0,0,0,,,,,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
IAD-STL,IAD,STL,9,0,0,9,5,5,5,5,137,33.6,38.88888889,0,6,0,27.4,,,,,6,3,,,,,,,,,,,0,0,,,,,,,,,,,35.33333333,31,,,,,,,,,,,43.5,29.66666667,,,,,,,,,,,0,0,,,,,,,,,,,3.666666667,9.5,,,,,,,,,,,0,0,,,,,,,,,,,45.66666667,0,,,,,,
IAD-STT,IAD,STT,21,0,0,21,4,4,4,4,0,27.5,23.80952381,123,1.25,0,0,,,,,,,,,21,,,,,,,,,,,,0,,,,,,,,,,,,27.5,,,,,,,,,,,,23.80952381,,,,,,,,,,,,123,,,,,,,,,,,,1.25,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
IAD-SYR,IAD,SYR,15,0,0,15,3,3,3,3,0,1,-0.533333333,7.333333333,9.666666667,0,0,,,,,15,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,-0.533333333,,,,,,,,,,,,7.333333333,,,,,,,,,,,,9.666666667,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-TPA,IAD,TPA,101,1,0,100,26,26,26,26,51,23.15384615,5.71,14.65384615,7.307692308,0,1.961538462,,,,,,16,,,85,,,,,,,,,1,,,0,,,,,,,,,12.625,,,27.83333333,,,,,,,,,10.66666667,,,4.835294118,,,,,,,,,8.875,,,17.22222222,,,,,,,,,6.125,,,7.833333333,,,,,,,,,0,,,0,,,,,,,,,1.125,,,2.333333333,,,
IAD-TUL,IAD,TUL,5,0,0,5,2,2,2,2,0,19,19.6,11,15,0,0,,,,,5,,,,,,,,,,,,0,,,,,,,,,,,,19,,,,,,,,,,,,19.6,,,,,,,,,,,,11,,,,,,,,,,,,15,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-TYS,IAD,TYS,17,1,0,16,6,6,6,6,0,17.83333333,20.4375,28.66666667,4.833333333,0,0,,,,,17,,,,,,,,,,,,1,,,,,,,,,,,,17.83333333,,,,,,,,,,,,20.4375,,,,,,,,,,,,28.66666667,,,,,,,,,,,,4.833333333,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IAD-UST,IAD,UST,3,0,0,3,1,1,1,1,0,1,-1,0,17,0,0,,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,-1,,,,,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
IAH-DCA,IAH,DCA,149,0,0,149,19,19,19,19,0,29.63157895,1.11409396,24.89473684,3.526315789,0,0,,,,,,,,,149,,,,,,,,,,,,0,,,,,,,,,,,,29.63157895,,,,,,,,,,,,1.11409396,,,,,,,,,,,,24.89473684,,,,,,,,,,,,3.526315789,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
IAH-IAD,IAH,IAD,128,2,0,126,20,20,20,20,13,35.95,2.746031746,24.55,7.3,0,0.65,,,,,9,,,1,118,,,,,,,,0,,,0,2,,,,,,,,,,,,35.95,,,,,,,,-11.44444444,,,-10,3.956896552,,,,,,,,,,,,24.55,,,,,,,,,,,,7.3,,,,,,,,,,,,0,,,,,,,,,,,,0.65,,,
IAH-ORF,IAH,ORF,27,0,0,27,8,8,8,8,0,9.5,7.962962963,7.875,16.875,0,0,,,,,5,,,22,,,,,,,,,0,,,0,,,,,,,,,0,,,10.85714286,,,,,,,,,-1.6,,,10.13636364,,,,,,,,,34,,,4.142857143,,,,,,,,,0,,,19.28571429,,,,,,,,,0,,,0,,,,,,,,,0,,,0,,,,
IAH-RIC,IAH,RIC,57,2,0,55,12,12,12,12,0,22.91666667,9.109090909,14.08333333,9.666666667,0,0,,,,,57,,,,,,,,,,,,2,,,,,,,,,,,,22.91666667,,,,,,,,,,,,9.109090909,,,,,,,,,,,,14.08333333,,,,,,,,,,,,9.666666667,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
IND-DCA,IND,DCA,62,1,0,61,6,6,6,6,0,15.66666667,-5.573770492,27.16666667,7.666666667,0,0,,,,,,,,,,,,62,,,,,,,,,,,,1,,,,,,,,,,,,15.66666667,,,,,,,,,,,,-5.573770492,,,,,,,,,,,,27.16666667,,,,,,,,,,,,7.666666667,,,,,,,,,,,,0,,,,,,,,,,,,0
IND-IAD,IND,IAD,14,0,0,14,,,,,,,-8.357142857,,,,,,,,,14,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-8.357142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC-IAD,JAC,IAD,1,0,0,1,1,1,1,1,0,0,28,3,25,0,0,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,28,,,,,,,,,,,,3,,,,,,,,,,,,25,,,,,,,,,,,,0,,,,,,,,,,,,0,,,
JAX-DCA,JAX,DCA,62,2,0,60,10,10,10,10,0,23.5,1.966666667,14.2,17.8,0,0,,,62,,,,,,,,,,,,2,,,,,,,,,,,,23.5,,,,,,,,,,,,1.966666667,,,,,,,,,,,,14.2,,,,,,,,,,,,17.8,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,
JAX-IAD,JAX,IAD,11,0,0,11,3,3,3,3,0,0,2.090909091,19.66666667,10,0,0,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,2.090909091,,,,,,,,,,,,19.66666667,,,,,,,,,,,,10,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,
JFK-DCA,JFK,DCA,185,25,0,160,56,56,56,56,68,12.53571429,19.225,31.89285714,17.17857143,0,1.214285714,31,,,,,,154,,,,,,2,,,,,,23,,,,,,18.2,,,,,,11.30434783,,,,,,18.51724138,,,,,,19.38167939,,,,,,1.3,,,,,,38.54347826,,,,,,23.7,,,,,,15.76086957,,,,,,0,,,,,,0,,,,,,0,,,,,,1.47826087,,,,,
JFK-IAD,JFK,IAD,88,6,0,82,23,23,23,23,13,17.13043478,11.37804878,25.86956522,8.608695652,0,0.565217391,,,88,,,,,,,,,,,,6,,,,,,,,,,,,17.13043478,,,,,,,,,,,,11.37804878,,,,,,,,,,,,25.86956522,,,,,,,,,,,,8.608695652,,,,,,,,,,,,0,,,,,,,,,,,,0.565217391,,,,,,,,,
JFK-ORF,JFK,ORF,31,3,0,28,10,10,10,10,15,13.3,16.75,29.5,19.7,0,1.5,,,,,,,31,,,,,,,,,,,,3,,,,,,,,,,,,13.3,,,,,,,,,,,,16.75,,,,,,,,,,,,29.5,,,,,,,,,,,,19.7,,,,,,,,,,,,0,,,,,,,,,,,,1.5,,,,,
